titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,caracteristiques,seller,date_publication,url_annonce,source
نيمرو فالمطار القديم,Terrain,Vente,4300000,500,,,,كرفور ادوان,Dar Naim,نيمرو مساحة 500m² من ابلوك 8 مبيوع ب43 مليون,,المصطفى حامد لكبيد,2026-02-09,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فالمطار-القديم-2ccf,voursa
200م² ممتازة فسكتير4 تفرغ زينة نظيفة,Terrain,Vente,2500000,200,,,,كدروه سنوار,Tevragh Zeina,"شارعه كبير وموقعه ممتاز تبارك الله 
ملاحظة للراغبين في شراء أو بيع دار أو نيمرو ماعليكم سوى التواصل معنا والله المستعان",,محمدفال,2026-02-09,https://voursa.com/FR/categories/real_estate/ads/200م-ممتازة-فسكتير4-تفرغ-زينة-نظيفة-3e62,voursa
Terrain Iskan pk7,Terrain,Vente,600000,216,,,,Four medina,Riyadh,Plusieurs terrains disponibles Iskan pk 7 : 216m² ou 324m²,,Ets AMAR,2026-02-09,https://voursa.com/FR/categories/real_estate/ads/terrain-iskan-pk7-ae23,voursa
نيمرو 700m فتفرغ زينه,Terrain,Vente,2800000,700,,,,اوكار,Tevragh Zeina,نيمرو 700m  فتفرغ زينه,,Med,2026-01-27,https://voursa.com/FR/categories/real_estate/ads/نيمرو-700m-8606,voursa
Maison pk 10 iskan,Immobilier résidentiel,Vente,600000,120,2,1,2,Carrefour bamako,El Mina,Maison de 120 m² à vendre quartier pk10 Iskan sur la route du port,,Ets AMAR,2026-02-09,https://voursa.com/FR/categories/real_estate/ads/maison-pk-10-iskan-c9e4,voursa
200م# فكرن من سكتير 5 للبيع,Terrain,Vente,3000000,200,,,,سكتير 5,Tevragh Zeina,السلام عليكم هذ 200م# فكرن من سكتير 5 مبيوع ب 30مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/200م-فكرن-من-سكتير-5-للبيع--c939,voursa
نيمرو فكرن من اتراب سنيم سكتير 6 للبيع,Terrain,Vente,6500000,600,,,,سنيم,Tevragh Zeina,السلام عليكم هذ نيمرو  سكتير 6  من سنيم مساحة  600م# فكرن   مبيوع ب 65مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-اتراب-سنيم-سكتير-6-للبيع--02f1,voursa
نيمرو ف اعنودرت للبيع,Terrain,Vente,1200000,300,,,,اغنودرت,Tevragh Zeina,السلام عليكم هذ نيمرو ف اغنودرت مساحة 300م# مبيوع ب 12مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-ف-اعنودرت-للبيع--8261,voursa
منزل,Immobilier résidentiel,Vente,1500000,150,4,4,2,آمورات,Teyarett,السلام عليكم ورحمة الله عندي دار للبيع فامورات فاتحة اعل الشارع لكبير واكريب من كدروه اكجوجت واكريب من ذاك كدروه اجديد اللي فامورات وفيها صالون وبيتين وهول وكوزين ودوش عمومي وفيها استديو فيه بيت ودوش ومكزينة اسغيرة ابلدها راكب عن الملح مظبوطة مزالت الدار مبيوعة ب 15 مليون قابلة للنقاش حد شاري,Garage,سالم,2026-01-23,https://voursa.com/FR/categories/real_estate/ads/منزل--6cfe,voursa
قطعة ارض  فى h3,Terrain,Vente,80000,216,,,,H3,Teyarett,نيمرو فرصة فى h3 المحولة تواقط زينين مسجل عند دومين وعند ابلاه الاسكان اجديد تواصلوا معناعلى الهاتف والواتساب [TÉLÉPHONE SUPPRIMÉ],,mahfoud,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارض-b69f,voursa
دار فملح سكتير 2 اكريب من كدروه,Bureau,Vente,700000,150,,,,سكتير 2,Toujounine,دار فملح سكتير 2 اكريب من كدروه,,محمد عبد الله ولد سيكه,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/دار-فملح-سكتير-2-اكريب-من-كدروه--5f27,voursa
نيمرو فكرن من ابلوك 39 ف المطار القديم للبيع,Terrain,Vente,4000000,800,,,,ابلوك 39 المطار القديم,Dar Naim,السلام عليكم هذ تيمرو فكرن من ابلوك 39 المطار القديم مساحة 800م# مبيوع ب 40مليون للإستفسار اكثر اتصلوا على الرقم التالى [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-ابلوك-39-ف-المطار-القديم-للبيع--5145,voursa
قطعة أرض افمنطقة i5,Terrain,Vente,1700000,216,,,,I5,Teyarett,السلام عليكم ورحمة الله عندن نيمرو للبيع افمنطقة i5 فاتح اعل شارع 12م عندو ابرمة وزارة المالية مبيوع ب 17 مليون سعرو التالي,,سالم,2026-02-09,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارض-d909,voursa
قطعة ارضية  فى k5,Terrain,Vente,1200000,216,,,,بفالة الشباب,Teyarett,نيمر فى k5 كريب من كدروه تواقط تامين للتواصل على الهاتف والواتساب [TÉLÉPHONE SUPPRIMÉ],,mahfoud,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارضية-dad9,voursa
دار فملح سكتير 2,Immobilier résidentiel,Vente,850000,150,3,1,2,سكتير 2,Toujounine,دار فملح سكتير 2,Garage,محمد عبد الله ولد سيكه,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/دار-فملح-سكتير-2-342e,voursa
دار ف لكصر بالقرب بسري الصين للبيع,Immobilier résidentiel,Vente,2300000,300,7,1,3,لكصر,Teyarett,السلام عليكم هذ دار بالقرب من بسري الصين مساحتها 300م# مبيوع ب 23مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/دار-ف-لكصر-بالقرب-بسري-الصين-للبيع--a644,voursa
قطعة أرض  فتراب ليزوه التابعة للصحراوي,Terrain,Vente,4500000,600,,,,ليزوه هش 8,Teyarett,السلام عليكم ورحمة الله عندن نيمرو للبيع مساحتو 600م فتراب ليزوه التابعة للصحراوي محوط وفيه بيت عندو ابرمة وزارة المالية التالية مبيوع ب 45 مليون قابل للنقاش,,سالم,2026-02-09,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارض-59f7,voursa
نيمرو من ابلوك 52 المطار القديم للبيع,Terrain,Vente,3000000,600,,,,ابلوك 52 المطار القديم,Dar Naim,السلام عليكم هذ نيمرو من ابلوك 52 مساحة 600م# مبيوع ب 30مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-ابلوك-52-المطار-القديم-للبيع--7b5e,voursa
نيمرو فكرن من ابلوك 23 المطار القديم للبيع,Terrain,Vente,6000000,500,,,,ابلوك 13,Dar Naim,السلام عليكم هذ نيمرو فكرن من ابلوك 23 المطار القديم مساحة 500م# مبيوع ب 60مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-ابلوك-23-المطار-القديم-للبيع--043c,voursa
نيمرو فكرن من سكتير 5 للبيع,Terrain,Vente,14000000,1200,,,,سكتير 5,Tevragh Zeina,السلام عليكم هذ نيمرو من سكتير 5 مساحة 1200م# فكرن مبيوع ب مائة واربعين مليون للإستفسار اكثر اتصلوا على الرقم التالى [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-5-للبيع--c7fe,voursa
للإيجار للمؤسسات,Immobilier résidentiel,Vente,60000,1,0,0,0,Big ماركت,Tevragh Zeina,"للإيجار الشهري
يؤجر للمؤسسات والشركات 
اعل اطريك نواذيبو عند اظهر بيك ماركت
السعر 600 ألف 
مقدم 3 شهور
واتساب [TÉLÉPHONE SUPPRIMÉ] للاتصال [TÉLÉPHONE SUPPRIMÉ]",,Agence LEWEDLI,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/للايجار-للموسسات-4c56,voursa
دار أرضية مافات انسكنت للبيع احذ كدروه الشباب,Immobilier résidentiel,Vente,4300000,240,4,2,3,بقالة الشباب,Teyarett,"دار أرضية للبيع من الطراز الأول 
مافات انسكنت 
مساحتها 240م²
فاتحة اعل ابارك و افكرن واكريب من كدروه الشباب",Garage,الشيخ,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/دار-ارضية-مافات-انسكنت-للبيع-احذ-كدروه-الشباب--9bde,voursa
دار  ف دار البركه متوالي عين الطلح لبيع,Immobilier résidentiel,Vente,1800000,180,4,1,2,دار البركه,Teyarett,السلام عليكم هذ دار اكبير فكرن حاظره ف ابرك مساحتها 180م# مبيوع ب 18مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/دار-ف-دار-البركه-متوالي-عين-الطلح-لبيع--88e4,voursa
نيمرو فكرن من بوش 9 للبيع,Terrain,Vente,5000000,533,,,,بوش 9,Tevragh Zeina,السلام عليككم هذ نيمرو فكرن من بوش 9 مساحة 533م# مبيوع ب 50مليون للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-بوش-9-للبيع--2c77,voursa
انصوصه للبيــع في سكتير 4 F Nord,Terrain,Vente,2500000,200,,,,كدروه السنوار,Tevragh Zeina,نيمروين بينهم واحد مع كدروه واحد منهم فاتح اعل شارع 20 متيناتو ب 25.5 مليون والثاني فاتح اعل شارع 15م متيناتو ب 25 مليون,,سيدي محمد,2026-02-06,https://voursa.com/FR/categories/real_estate/ads/انصوصه-للبيــع-في-سكتير-4-f-nord--3142,voursa
دار فملح سكتير 4,Immobilier résidentiel,Vente,600000,150,3,1,2,مجمع كلش,Toujounine,دار فملح 4 احذ مجمع كلش,Garage,محمد عبد الله ولد سيكه,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/دار-فملح-سكتير-4-09bd,voursa
نيمرو من المطار ابلوك 22 للبيع,Terrain,Vente,2900000,400,,,,سكتير 6,Tevragh Zeina,السلام عليكم هذ نيمرو من المطار ابلوك 22 مساحة 400م# مبيوع ب 29مليون سعرو للاخير للإستفسار اكثر اتصلوا على الرقم التالي [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-المطار-ابلوك-22-للبيع--124f,voursa
قطعة أرضية للبيع,Terrain,Vente,2300000,400,,,,المطار القديم,Dar Naim,"السلام عليكم 
رقم 90 من ابلوك 58 مبيوع فررررررصة ب 23 مليون المساحة 400م
واتساب [TÉLÉPHONE SUPPRIMÉ] للاتصال [TÉLÉPHONE SUPPRIMÉ]",,Agence LEWEDLI,2026-02-06,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارضية-للبيع--12ff,voursa
قطعة أرضية,Terrain,Vente,490000,216,,,,شركة الوطنية لمنتجات الالبان إسكان 2 وبحيرة ترحيل 16 إسكان 3,Toujounine,عروض من إسكان2. و إسكان3 اوراق آمنين سعر مزال هين الواتساب [TÉLÉPHONE SUPPRIMÉ],,دولاه حم,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/قطعة-ارضية--f474,voursa
نيمرو من النواب الأولين,Terrain,Vente,3150000,500,,,,الكورنيش,Tevragh Zeina,نيمرو من النواب الأولين بينو واحد امع كدروه الكورنيش ب 31.5,,سيدي محمد,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/نيمرو-من-النواب-الاولين--caad,voursa
TERRAIN AGRICOLE,Terrain,Vente,550000,16000,,,,Gouraye (8km),Sélibaby,"À vendre : terrain agricole  

À Gouraye collé au fleuve Sénégal : https://maps.app.goo.gl/5vc4jC6DT9XmQLACA?g_st=ipc 

✅ surface : 16000m2 (1 hectare 6) avec clôture 
✅ 2 chambres avec panneau solaire 
✅ une pompe à eau 
✅ une citerne d'eau 
✅ un gardien  

Prêt pour cultiver",,بلال,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/terrain-agricole-8860,voursa
ذيك الدار فملح احذ استاد ملح,Immobilier résidentiel,Vente,600000,150,3,1,2,استاد ملح,Toujounine,دار فملح اخذ استاد ملح,Garage,محمد عبد الله ولد سيكه,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/ذيك-الدار-فملح-احذ-استاد-ملح-7ace,voursa
منزل,Immobilier résidentiel,Vente,1600000,120,3,1,2,قرب مصحة ابن خلدون,Arafat,"السلام عليكم 
دار مظبوطة 
للبيـــــــــــــــــــــع
 كرفور كد عيادة ابن خلدون
 فاتح على شارع كلهم 6 فكرن
 فيه ثلاث بيوت جلسة كوزين ودوشات منقوشة مكروية 
المساحة120م٢
 السعر 16 مليون",,Bcren brahm,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/منزل--664a,voursa
نيمرو فكرن من بوش 9 للبيع,Terrain,Vente,4800000,534,,,,بوش 9,Tevragh Zeina,السلام عليكم هذ نيمرو فكرن من بوش 9 مساحة 534م# مبيوع ب 48مليون للإستفسار اكثر اتصلوا على الرقم التالى [TÉLÉPHONE SUPPRIMÉ],,محمد,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/نيمرو-فكرن-من-بوش-9-للبيع--c288,voursa
نيمرو في غنودرت نظيف تبارك الله شارع كبير,Terrain,Vente,1200000,300,,,,غنودرت,Tevragh Zeina,"موقعو نظيف ماشاءالله وكريب من كدروه 
ملاحظة للراغبين في شراء او بيع دار او نيمرو ماعليكم سوى التواصل معنا والله المستعان",,محمدفال,2026-02-08,https://voursa.com/FR/categories/real_estate/ads/نيمرو-في-غنودرت-نظيف-تبارك-الله-شارع-كبير-827b,voursa
دوبلكس فرصة حذي البوادي,Immobilier résidentiel,Vente,5800000,216,5,4,4,كريب من البوادي,Teyarett,"دوبلكس في البوادي بلو زين في الكرن علي شارعين للبيع 
المساحة :216م
الاوراق:تيتري فونصي 
السعر :58مليون قابلة للتفاوض 
للتواصل:[TÉLÉPHONE SUPPRIMÉ]
 الواتساب44866293",Caméra de sécurité,بورصة أنواكشوط العقارية,2026-02-07,https://voursa.com/FR/categories/real_estate/ads/دوبلكس-فرصة-حذي-البوادي--5164,voursa
